Unnamed: 0,Name,Price,Brand,Rating,Seller Name,Number of Sales,Number of Reviews
879,"[เก็บคูปองลดเพิ่ม 3,200-][ผ่อน 0% 10 ด]ACER Swift Go SFG14-73-54C7/ประกัน 2 Years",1091.2,Acer,4.5,TOP Online,15.0,4.0
881,NOTEBOOK (โน๊ตบุ๊ค)  Lenovo ThinkPad Edge E460 Core i5-6200U 280 GHz RAM 16GB SSD 256GB Intel UHD Graphics 520 14 inch (1366x768) REFURBISHED,197.1,Lenovo Thinkplus,4.49,บจก โซดาปริ้นแอนด์คอม จำกัด,84.0,35.0
883,โน๊ตบุ๊ค Notebook Fujitsu เล่นเกมส์ ดูหนัง ฟังเพลง ทำงาน Core i5-2520M (Ram 4GB) (รับประกัน 3 เดือน),159.6,Fujitsu,5.0,MY CARE YOU,9.0,1.0
893,"NOTEBOOK (โน๊ตบุ๊ค) ASUS TUF GAMING A15 FA507UI-LP053W 156"" FHD 144Hz/RYZEN 9-8945HS/16GB/SSD 1TB/RTX4070 8GB  รับประกันศูนย์ไทย 2ปี",2279.6,ASUS,5.0,NOA Onlinestore,6.0,2.0
912,lenovo ThinkPad t460s t470s t480s /intel Core i7/14 inches FHD 19201080/8GB memory + 1TB ssd/integrated graphics,475.9,Lenovo,5.0,16G+Electronics Mall,14.0,8.0
956,[E-TAX ทักแชท] LENOVO LEGION 5 (16IRX9-83DG00DCTA) Core i7-14650HX RTX4060 NOTEBOOK(โน๊ตบุ๊ค)  By Speed Gaming,2559.6,Lenovo,5.0,Speed Gaming,6.0,1.0
966,"Lenovo Yoga Slim 7 14IMH9 (83CV002STA) Intel Core Ultra 7/16GB/1TB/14""/Win11+Office (Luna Grey)",1571.27,Lenovo,5.0,Smart Solution Computer,6.0,4.0
989,Notebook asus K450C มือสอง cor i3 โน้ตบุ๊ค สภาพ 90%,143.6,ASUS,5.0,GET&Q IT COMPUTER,7.0,1.0
990,"MSI NOTEBOOK KATANA 17 B13VFK-1064TH | 173"" FHD | Raptor Lake i7-13620H | NVIDIA GeForce RTX 4060 | 16GB(8GBX2) DDR5 | 1TB NVMe PCIe SSD | Windows 11 Home + Microsoft Office Home and Student 2021 (โน้ตบุ๊ก) [Pre-Order จัดส่งภายใน7-15วัน]",1668.0,MSI,4.75,MSI official store,18.0,4.0
993,"[เก็บคูปองลดเพิ่ม 4,500-][ผ่อน 0% 10 ด]MSI KATANA A17 AI B8VG-861TH/R9 8940H/ประกัน 2 Years",2031.2,MSI,5.0,TOP Online,5.0,2.0
1016,"NOTEBOOK (โน๊ตบุ๊ก)HP VICTUS 15-FA1305TX Ci7-12650H/16GB/1TB M2/RTX4050/156"" FHD/156""/WIN 11 H",1359.6,HP,5.0,Technocom Online,14.0,4.0
1023,โน๊ตบุ๊คมือสอง Fujitsu A572 Core i5-3320M  (เล่นเกมส์ออนไลน์ได้ เล่นเน็ต ทำงาน ดูหนัง ฟังเพลง คาราโอเกะ),143.6,Fujitsu,4.75,FP COM SHOP,11.0,4.0
1025,"[เก็บคูปองลดเพิ่ม 2,000-][ผ่อน 0% 10 ด]ASUS VIVOBOOK 15 X1504VA-NJ348WF/i3-1315U/)ประกัน 2 Years Onsite + 1 Year Perfect Warranty",535.2,ASUS,5.0,TOP Online,11.0,2.0
1052,โน๊ตบุ๊ค Sony VAIO VJPG11C11N /RAM 8GB /SSD 256GB /133”Full-HD /HDMI /VGA /Micro SD card reader /WiFi /Bluetooth /Webcam /สินค้า USED สภาพดี By Comdee2you,287.6,Sony,4.8,Comdee2you,7.0,5.0
1053,Notebook DELL Latitude E7450 Core i7-5600U RAM 16GB SSD 256GB กราฟิค HD 5500 (14 นิ้ว) Full HD 1920 x 1080 WINDOWS 10 REFURBISHED,223.6,Dell,5.0,บจก โซดาปริ้นแอนด์คอม จำกัด,5.0,1.0
1059,ACER ASPIRE LITE AL14-51M-507C NOTEBOOK (โน้ตบุ๊ค) INTEL CORE i5-1235U / 16GB / 512GB / WIN11+OFF ประกันศูนย์  2 ปี,719.6,Acer,5.0,Ubon Computer,29.0,7.0
1084,🔥💥ราคาถูกมาก⚡💥 มีกล้อง   Notebook Lenovo Thinkpad T440 CPU i5-4300u190 GHz RAM 4 GB HDD 320G GB WIFI กล้อง จอ 14 นิ้ว ติดตั้งโปรแกรมพร้อมใช้งานused,159.96,Lenovo,5.0,AP COM,21.0,7.0
1110,"ASUS TUF Gaming A16 Advantage Edition (2023) FA617NSR-N3016W AMD Ryzen 7-7435HS/16GB/512GB SSD/AMD Radeon RX 7600S/16""/Win11",1378.15,ASUS,4.8,Smart Solution Computer,7.0,5.0
1113,[เก็บคูปองลดเพิ่ม 550-][ผ่อน0%10ด] HP PAVILION PLUS 14-EW0026TU / i5-1335U/ประกัน 2 YEARS,791.2,HP,5.0,TOP Online,13.0,8.0
1137,Microsoft Surface Pro 9 Warranty 1-Year by Microsoft,1516.0,Microsoft,5.0,D-KAN Online,48.0,18.0
1147,2025 แล็ปท็อปใหม่ HD 156 นิ้วหน้าจอ intel N5095 10th สำนักงานแล็ปท็อป 16G DDR4 RAM 1TB SSD Laptop ธุรกิจ รับประกัน 2 ปี,481.13,OEM,5.0,LEGBON AII in one,5.0,5.0
1150,HP Notebook 15-fc0291AU/ Ryzen 5 7430U/ Radeon Graphics/ 16GB/ 512GB/ Win11/ MS21/ 2Yrs โน๊ตบุ๊ค Laptop,807.6,HP,5.0,HP,7.0,3.0
1177,"[เก็บคูปองลดเพิ่ม 4,500-][ผ่อน 0% 10 ด]LENOVO IDEAPAD 5 2-IN-1 14IRH9 83KX002PTA/ประกัน3 Years",1159.6,Lenovo,5.0,TOP Online,7.0,1.0
1182,HP EliteBook 840 G3 Core i7-6600U 250GHz RAM 8 GB SSD 256GB,239.6,HP,4.33,คอมพิวเตอร์และโน๊ตบุ๊ค ประมูลบริษัท คุณภาพดี,15.0,6.0
1214,Notebook Fujitsu โน๊ตบุ๊คมือสอง intel celeron รุ่น A553/P772/A574 แรม4 เล่นเน็ต ดูหนัง ฟังเพลง คาราโอเกะ ออฟฟิต เรียนออนไลน์ (รับประกัน 3 เดือน),135.6,Fujitsu,4.87,FP COM SHOP,39.0,15.0
1220,ACER ASPIRE A515-58M-93MQ NOTEBOOK (โน๊ตบุ๊ค) INTEL I9-13900H / 16GB LPDDR5 / 512GB / WIN11+OF,1139.6,Acer,5.0,Ubon Computer,7.0,1.0
1251,Lenovo ThinkPad T14 G4 Thunder Black Warranty 3 Years By Lenovo,1813.04,Lenovo,5.0,D-KAN Online,6.0,2.0
1279,"[เก็บคูปองลดเพิ่ม 2,000-][ผ่อน 0% 10ด]LENOVO IDEAPAD 5 82FG006CTA/i5-1135G7/ประกัน 2 Years Onsite",655.2,Lenovo,5.0,TOP Online,13.0,2.0
1280,โน๊ตบุ๊ค ACER ASPIRE 3 A315-23-R1X0 (CHARCOAL BLACK) ของใหม่ ประกันศูนย์ 2ปี,439.6,Acer,5.0,มหาพรม อินเตอร์คอม ,26.0,7.0
1307,HP Pavilion 16-af0046TU - Ultra 5-125U - Intel® Graphics - 16GB - 1TB - Win11 - MS H - S 21 - 2 Yrs,1299.6,HP,5.0,HP,5.0,1.0
1308,"โน๊ตบุ๊คมือสอง Dell,HP,Lenovo Core i7,i5,i3, การ์ดจอแยก2-4GB สภาพดี พร้อมใช้งาน",338.04,Dell,5.0,DeeDee_ShopOnline,12.0,5.0
1345,"โน๊ตบุ๊ค Lenovo ThinkPad X390 | Intel Core i5 Gen8 | 133""FHD | RAM 8GB | 256GB SSD M2 NVMe | HDMI | สินค้า USED สภาพดี By Comdee2you",299.6,Lenovo,5.0,Comdee2you,7.0,6.0
1374,"โน๊ตบุ๊คมือสอง A574 Core i5 gen4  เล่นเกมออนไลน์ ROV,GTA,Robloxได้ Notebook ขนาด 156นิ้ว",219.6,Fujitsu,4.6,your smile IT,56.0,25.0
1383,โน๊ตบุ๊ค Notebook Acer TravelMate P449 Core i5 Gen 7 Ram 8GB SSD 256GB  รับประกัน 3เดือน สินค้ามือสอง,279.96,Acer,5.0,มหาพรม อินเตอร์คอม ,10.0,5.0
1386,"Notebook โน๊ตบุ๊คมือสอง Dell i5/RAM 8GB/HDD 500GB/FULL HD LED 14""/(สั่งลงเกมส์ได้)/แถมฟรี extreme karaoke 2024",279.6,Dell,4.67,saby computer,23.0,12.0
1388,"[เก็บคูปองลดเพิ่ม 3,200-][ผ่อน 0% 10 ด]LENOVO IDEAPAD SLIM 5 16IAH8 83BG0067TA/ i5-12450H/Warranty : 3 Years",979.2,Lenovo,5.0,NOTEBOOK STORE,6.0,1.0
1390,"[ใช้คูปองลดเหลือ 27,441-] NOTEBOOK (โน๊ตบุ๊ค) ACER SWIFT GO 14 SFG14-73-54C7 14"" 28K OLED/CORE ULTRA 5-125H/16GB/SSD 512GB/WINDOWS 11+MS OFFICE รับประกันศูนย์ไทย 2ปี",1279.6,Acer,5.0,NOA Onlinestore,5.0,2.0
1415,HP 255G10 R5-7530U/16GB/512GB/156 FHD/WIN11PPP(A0NQ4PA#AKL),639.6,HP,5.0,Technocom Online,33.0,10.0
1418,"(0%) HP NOTEBOOK (โน้ตบุ๊ค) LAPTOP 15-fd1054TU (9Y3Y8PA#AKL) : Core3 100U/8GB/SSD 256GB /Intel Arc Graphics/156"" FHD/Windows11+Office &Student2021/2Year OnsiteIntel® Core™ 3 100U (up to 47 GHz with Intel® Turbo Boost Technology, 10 MB L3 cache, 6 cores,",639.2,HP,5.0,We Smart Online,9.0,5.0
1478,HP EliteBook 820 G3 / Intel Core i5-6200U 23 GHz / RAM DDR4 4 GB 8 GB / SSD 256 GB / LED 125″ Widescreen / License Window 10 Professional / Bluetooth Webcam WIFI / กระเป๋า (USED),180.0,HP,5.0,Nice Techno Computer,31.0,11.0
1481,Dell Inspiron 14 Core i5  Ram 8 GB VGA 2 GB,183.6,Dell,3.0,GET&Q IT COMPUTER,7.0,2.0
1484,"[เก็บคูปองลดเพิ่ม 4,500-][ผ่อน 0% 10 ด]LENOVO YOGA SLIM 7 14IMH9 83CV002STA/Ultra 7 155H/ประกัน 3 Years",1559.2,Lenovo,5.0,TOP Online,9.0,4.0
1513,[ผ่อน 0% 10 ด]ACER SWIFT GO 16 SFG16-72-70FS/ประกัน 3 YEARS,1703.2,Acer,5.0,TOP Online,7.0,3.0
1582,PRELOVED,110.2,NEC,5.0,notebookshop870,11.0,3.0
